Group_Name,Group_QID,Member_Name_EN,Member_Name_KO,Member_QID,Kind,Source
FAVORITE,Q1398928,Favorite,,Q1398928,SOLO,Wikidata_Entity
FIESTAR,Q492076,Cao Lu,차오루,Q22975035,GROUP,Wikidata_P463_P527
FIESTAR,Q492076,Cheska,체스카,Q60233363,GROUP,Wikidata_P463_P527
FIESTAR,Q492076,Jei,재이,Q27951483,GROUP,Wikidata_P463_P527
FIESTAR,Q492076,Kim Hye-mi,김혜미,Q25842426,GROUP,Wikidata_P463_P527
FIESTAR,Q492076,Linzy,린지,Q27951586,GROUP,Wikidata_P463_P527
FIESTAR,Q492076,Yezi,예지,Q22974522,GROUP,Wikidata_P463_P527
FIFTY FIFTY,Q116731010,Athena,,Q129548317,GROUP,Wikidata_P463_P527
FIFTY FIFTY,Q116731010,Chanelle Moon,,Q129547871,GROUP,Wikidata_P463_P527
FIFTY FIFTY,Q116731010,Hana,,Q129548220,GROUP,Wikidata_P463_P527
FIFTY FIFTY,Q116731010,Keena,키나,Q117178583,GROUP,Wikidata_P463_P527
FIFTY FIFTY,Q116731010,Yewon,예원,Q129548065,GROUP,Wikidata_P463_P527
FLARE U,Q140385777,Chuei Liyu,최립우,Q137554623,GROUP,Wikidata_P463_P527
Fin.K.L,Q484082,Lee Hyori,이효리,Q232491,GROUP,Wikidata_P463_P527
Fin.K.L,Q484082,Lee Jin,이진,Q625121,GROUP,Wikidata_P463_P527
Fin.K.L,Q484082,Ock Joo-hyun,옥주현,Q490056,GROUP,Wikidata_P463_P527
Fin.K.L,Q484082,Sung Yu-ri,성유리,Q487560,GROUP,Wikidata_P463_P527
Forestella,Q43206739,Bae Doohoon,배두훈,Q113490343,GROUP,Wikidata_P463_P527
Forestella,Q43206739,Jo Mingyu,조민규,Q81226990,GROUP,Wikidata_P463_P527
Forestella,Q43206739,Kang Hyung-ho,강형호,Q112189953,GROUP,Wikidata_P463_P527
Forestella,Q43206739,Ko Woo-rim,고우림,Q112021444,GROUP,Wikidata_P463_P527
From20,Q16766877,From20,래환,Q16766877,SOLO,Wikidata_Entity
G-reyish,Q73795597,Go Hyun-seo,고현서,Q73920083,GROUP,Wikidata_P463_P527
G-reyish,Q73795597,Jeong Ye-na,정예나,Q73920079,GROUP,Wikidata_P463_P527
G-reyish,Q73795597,Lee Ye-so,이예소,Q73920080,GROUP,Wikidata_P463_P527
G-reyish,Q73795597,Park Shin-young,박신영,Q73920076,GROUP,Wikidata_P463_P527
G-reyish,Q73795597,Shin Hye-ji,신혜지,Q73920072,GROUP,Wikidata_P463_P527
GFRIEND,Q18733030,Eunha,은하,Q21710247,GROUP,Wikidata_P463_P527
GFRIEND,Q18733030,Kim So-won,소원,Q26162651,GROUP,Wikidata_P463_P527
GFRIEND,Q18733030,SinB,신비,Q21709909,GROUP,Wikidata_P463_P527
GFRIEND,Q18733030,Umji,엄지,Q24572927,GROUP,Wikidata_P463_P527
GFRIEND,Q18733030,Yerin,예린,Q19657363,GROUP,Wikidata_P463_P527
GFRIEND,Q18733030,Yuju,유주,Q20821809,GROUP,Wikidata_P463_P527
GHOST9,Q99902508,Lee Jin Woo,이진우,Q97308623,GROUP,Wikidata_P463_P527
GHOST9,Q99902508,Lee Tae Seung,이태승,Q97308624,GROUP,Wikidata_P463_P527
GHOST9,Q99902508,Lee Woo-jin,이우진,Q97308625,GROUP,Wikidata_P463_P527
GHOST9,Q99902508,Son Jun-hyung,손준형,Q111466890,GROUP,Wikidata_P463_P527
GIRLSET,Q122763643,Camila Ribeaux,,Q122763924,GROUP,Wikidata_P463_P527
GIRLSET,Q122763643,Kendall Ebeling,,Q122763931,GROUP,Wikidata_P463_P527
GIRLSET,Q122763643,Lexus Vang,,Q122763662,GROUP,Wikidata_P463_P527
GIRLSET,Q122763643,Savanna Collins,,Q122763944,GROUP,Wikidata_P463_P527
GLAM,Q6874568,Da-hee,다희,Q17157637,GROUP,Wikidata_P463_P527
GLAM,Q6874568,Haee,해이,Q9203527,GROUP,Wikidata_P463_P527
GLAM,Q6874568,Miso,미소,Q17158017,GROUP,Wikidata_P463_P527
GOOD DAY,Q39074586,Jee Won,지원,Q84324500,GROUP,Wikidata_P463_P527
GOOD DAY,Q39074586,Jin Hyeon-ju,진현주,Q84324505,GROUP,Wikidata_P463_P527
GOOD DAY,Q39074586,Song Hee-jin,송희진,Q24855825,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,BoA,보아,Q232449,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,Kang Seul-gi,슬기,Q15934116,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,Karina,카리나,Q101161002,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,Kim Hyo-yeon,효연,Q253619,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,Taeyeon,태연,Q233371,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,Wendy,웬디,Q17478642,GROUP,Wikidata_P463_P527
GOT the beat,Q110310446,Winter,윈터,Q101161289,GROUP,Wikidata_P463_P527
GOT7,Q23772001,BamBam,뱀뱀,Q16688282,GROUP,Wikidata_P463_P527
GOT7,Q23772001,Choi Young-jae,영재,Q17500581,GROUP,Wikidata_P463_P527
GOT7,Q23772001,JAY B,JAY B,Q491048,GROUP,Wikidata_P463_P527
GOT7,Q23772001,Jackson Wang,잭슨,Q16905948,GROUP,Wikidata_P463_P527
GOT7,Q23772001,Kim Yu-gyeom,유겸,Q17500887,GROUP,Wikidata_P463_P527
GOT7,Q23772001,Mark Tuan,마크,Q16075083,GROUP,Wikidata_P463_P527
GOT7,Q23772001,Park Jin-young,박진영,Q492313,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Kang Min-ju,강민주,Q64177288,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Lee Seo-young,이서영,Q64177114,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Lena,강레나,Q64177448,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Miya,미야우치 하루카,Q60175319,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Seokyoung,서경,Q64176925,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Seoryoung,서령,Q64176781,GROUP,Wikidata_P463_P527
GWSN,Q55715778,Wang Jing-Yi,왕징이,Q55695609,GROUP,Wikidata_P463_P527
Gavy NJ,Q623577,Jang Hee-young,장희영,Q16091512,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Bang Min-ah,민아,Q12596240,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Ji In,지인,Q16183118,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Jisun,제이엔,Q16091817,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Lee Hye-ri,혜리,Q11073341,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Park So-jin,소진,Q12602587,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Woo Ji-hae,지해,Q10321830,GROUP,Wikidata_P463_P527
Girl's Day,Q497325,Yura,유라,Q12609731,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Im Yoon-ah,윤아,Q466975,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Jessica Jung,제시카,Q233911,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Kim Hyo-yeon,효연,Q253619,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Kwon Yu-ri,유리,Q276158,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Seo Joo-hyun,서현,Q240082,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Sooyoung,수영,Q233385,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Sunny,써니,Q233894,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Taeyeon,태연,Q233371,GROUP,Wikidata_P463_P527
Girls' Generation,Q20153,Tiffany Young,티파니 영,Q236355,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Bae Seung-min,배승민,Q55737110,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Bong Jae-hyun,봉재현,Q55737161,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Choi Bo-min,최보민,Q43089334,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Hong Joo-chan,홍주찬,Q43089410,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Kim Dong-hyun,김동현,Q78123184,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Kim Ji-beom,김지범,Q55736774,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Lee Dae-yeol,이대열,Q19854876,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Lee Jang-jun,이장준,Q55737695,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Tag,TAG,Q43088647,GROUP,Wikidata_P463_P527
Golden Child,Q30007238,Y,Y,Q43088656,GROUP,Wikidata_P463_P527
Gyubin,Q125473704,Gyubin,규빈,Q125473704,SOLO,Wikidata_Entity
H.O.T.,Q483135,Jang Woo-hyuk,장우혁,Q497283,GROUP,Wikidata_P463_P527
H.O.T.,Q483135,Kangta,강타,Q482847,GROUP,Wikidata_P463_P527
H.O.T.,Q483135,Lee Jae-won,이재원,Q483991,GROUP,Wikidata_P463_P527
H.O.T.,Q483135,Moon Hee-joon,문희준,Q488600,GROUP,Wikidata_P463_P527
H.O.T.,Q483135,Tony An,토니 안,Q450171,GROUP,Wikidata_P463_P527
H1-KEY,Q111864756,Hwiseo,휘서,Q123157276,GROUP,Wikidata_P463_P527
H1-KEY,Q111864756,Riina,리이나,Q127424600,GROUP,Wikidata_P463_P527
H1-KEY,Q111864756,Seoi,서이,Q127424599,GROUP,Wikidata_P463_P527
H1-KEY,Q111864756,Yel,옐,Q127424601,GROUP,Wikidata_P463_P527
HAWW,Q124483339,Park Jeong-geun,정근,Q120696494,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Jang Hyun-seung,장현승,Q486634,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Lee Gi-kwang,이기광,Q10919869,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Roh Ji-hoon,노지훈,Q4713053,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Son Dong-woon,손동운,Q487010,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Yang Yo-seob,양요섭,Q233717,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Yong Jun-hyung,용준형,Q493526,GROUP,Wikidata_P463_P527
HIGHLIGHT,Q269595,Yoon Doo-joon,윤두준,Q491364,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Jeromy Batac,,Q116771591,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Kim Ng,,Q120022420,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Kyler Chua,,Q120096237,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Marcus Cabais,마커스,Q116486316,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Reyster Yton,,Q120095363,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Vinci Malizon,,Q116770882,GROUP,Wikidata_P463_P527
HORI7ON,Q120016097,Winston Pineda,,Q120022190,GROUP,Wikidata_P463_P527
HOTSHOT,Q20684188,Ha Sung-woon,하성운,Q30313948,GROUP,Wikidata_P463_P527
HOTSHOT,Q20684188,Ko Ho-jung,고호정,Q55727455,GROUP,Wikidata_P463_P527
HOTSHOT,Q20684188,Roh Tae-hyun,노태현,Q34441900,GROUP,Wikidata_P463_P527
Hashtag,Q124536451,Ruben Carpathian,,Q124536451,SOLO,Wikidata_Entity
Hearts2Hearts,Q131746784,A-na,에이나,Q131932325,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Carmen,카르멘,Q131932321,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Ian,이안,Q131932326,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Jiwoo,지우,Q131932320,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Juun,주은,Q131932324,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Stella,스텔라,Q131932323,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Ye-on,예온,Q131932327,GROUP,Wikidata_P463_P527
Hearts2Hearts,Q131746784,Yuha,유하,Q131932322,GROUP,Wikidata_P463_P527
Heize,Q24855768,Heize,헤이즈,Q24855768,SOLO,Wikidata_Entity
Hello Venus,Q488674,Alice,앨리스,Q16226493,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Kwon Na-ra,권나라,Q14493927,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Lee Hwa-kyum,이화겸,Q15427708,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Lee Seo-young,이서영,Q112020932,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Lime,라임,Q19968737,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Yeoreum,여름,Q110118380,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Yoo Ara,유아라,Q8055133,GROUP,Wikidata_P463_P527
Hello Venus,Q488674,Yoonjo,윤조,Q15865012,GROUP,Wikidata_P463_P527
Hi-Fi Un!corn,Q124518472,Son Gi Yun,손기윤,Q130930607,GROUP,Wikidata_P463_P527
Honey Popcorn,Q50821732,Kaede Hashimoto,하시모토 가에데,Q4923630,GROUP,Wikidata_P463_P527
Honey Popcorn,Q50821732,Moko Sakura,Moko Sakura,Q53764878,GROUP,Wikidata_P463_P527
Honey Popcorn,Q50821732,Nako Miyase,미야세 나코,Q60229860,GROUP,Wikidata_P463_P527
Honey Popcorn,Q50821732,Yua Mikami,미카미 유아,Q22128111,GROUP,Wikidata_P463_P527
Hoppipolla,Q90259159,Ha Hyeon-sang,하현상,Q97213737,GROUP,Wikidata_P463_P527
Hoppipolla,Q90259159,I'll,I'll,Q66362758,GROUP,Wikidata_P463_P527
Huh Jiwon,Q60566856,Huh Jiwon,허지원,Q60566856,SOLO,Wikidata_Entity
Hwang Chiyeul,Q21060878,Hwang Chi-yeul,황치열,Q21060878,SOLO,Wikidata_Entity
HyunA,Q19794442,Moon Hyun-ah,현아,Q19794442,SOLO,Wikidata_Entity
I.O.I,Q23688122,Choi Yoo-jung,최유정,Q26710983,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Chungha,김청하,Q26214034,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Jeon Somi,전소미,Q22910214,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Jung Chae-yeon,정채연,Q24959134,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Kang Mi-na,강미나,Q24663999,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Kim Do-yeon,김도연,Q26710973,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Kim Se-jeong,김세정,Q22911780,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Kim So-hye,김소혜,Q26214035,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Lim Na-young,임나영,Q24832146,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Yoo Yeon-jung,유연정,Q26710986,GROUP,Wikidata_P463_P527
I.O.I,Q23688122,Zhou Jieqiong,주결경,Q24833180,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,Chaerin,채린,Q132171315,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,Chowon,초원,Q132171318,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,E.Ji,이지,Q132171305,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,Jackie,재키,Q132171310,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,Jiyoon,지윤,Q132171303,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,Joonie,주니,Q132171312,GROUP,Wikidata_P463_P527
ICHILLIN’,Q109256946,Yeju,예주,Q132171316,GROUP,Wikidata_P463_P527
IDID,Q135466598,Baek Jun-hyuk,백준혁,Q134691469,GROUP,Wikidata_P463_P527
IDID,Q135466598,Chu Yoo-chan,추유찬,Q134689699,GROUP,Wikidata_P463_P527
IDID,Q135466598,Jang Yong-hoon,장용훈,Q134689736,GROUP,Wikidata_P463_P527
ILLIT,Q122179261,Iroha,이로하,Q126923761,GROUP,Wikidata_P463_P527
ILLIT,Q122179261,Minju,민주,Q126923757,GROUP,Wikidata_P463_P527
ILLIT,Q122179261,Moka,모카,Q126923758,GROUP,Wikidata_P463_P527
ILLIT,Q122179261,Wonhee,원희,Q126923760,GROUP,Wikidata_P463_P527
ILLIT,Q122179261,Yunah,윤아,Q126923756,GROUP,Wikidata_P463_P527
ILY:1,Q110959886,Ara,,Q111492589,GROUP,Wikidata_P463_P527
ILY:1,Q110959886,Elva,,Q111492632,GROUP,Wikidata_P463_P527
ILY:1,Q110959886,Hana,,Q111492536,GROUP,Wikidata_P463_P527
ILY:1,Q110959886,Nayu,나유,Q111492466,GROUP,Wikidata_P463_P527
ILY:1,Q110959886,Ririka,키시다 리리카,Q111492437,GROUP,Wikidata_P463_P527
ILY:1,Q110959886,Rona,,Q111492606,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Hoya,이호원,Q3228878,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Jang Dong-woo,장동우,Q8835339,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Kim Myung-soo,엘,Q5909378,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Kim Sung-kyu,김성규,Q6409458,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Lee Sung-jong,성종,Q12602098,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Lee Sungyeol,성열,Q7846352,GROUP,Wikidata_P463_P527
INFINITE,Q50598,Nam Woo-hyun,우현,Q10797190,GROUP,Wikidata_P463_P527
INI,Q107248914,Fengfan Xu,쉬펑판,Q107666253,GROUP,Wikidata_P463_P527
INI,Q107248914,Hiromu Takatsuka,타카츠카 히로무,Q107667128,GROUP,Wikidata_P463_P527
INI,Q107248914,Hiroto Nishi,니시 히로토,Q107256277,GROUP,Wikidata_P463_P527
INI,Q107248914,Jin Matsuda,,Q107664293,GROUP,Wikidata_P463_P527
INI,Q107248914,Kyosuke Fujimaki,후지마키 쿄스케,Q107663185,GROUP,Wikidata_P463_P527
INI,Q107248914,Masaya Kimura,키무라 마사야,Q107321249,GROUP,Wikidata_P463_P527
INI,Q107248914,Rihito Ikezaki,,Q107664383,GROUP,Wikidata_P463_P527
INI,Q107248914,Shogo Tajima,타지마 쇼고,Q107258226,GROUP,Wikidata_P463_P527
INI,Q107248914,Takeru Goto,고토 타케루,Q107666008,GROUP,Wikidata_P463_P527
INI,Q107248914,Takumi Ozaki,오자키 타쿠미,Q107325491,GROUP,Wikidata_P463_P527
INI,Q107248914,Yudai Sano,사노 유다이,Q107664675,GROUP,Wikidata_P463_P527
IS:SUE,Q125589349,Nano Kenmotsu,,Q126084174,GROUP,Wikidata_P463_P527
IS:SUE,Q125589349,Rin Aita,,Q126083900,GROUP,Wikidata_P463_P527
IS:SUE,Q125589349,Rino Sakaguchi,,Q126083837,GROUP,Wikidata_P463_P527
IS:SUE,Q125589349,Yuuki Tanaka,,Q126083977,GROUP,Wikidata_P463_P527
ISEGYE IDOL,Q112074413,Gosegu,고세구,Q118233843,GROUP,Wikidata_P463_P527
ISEGYE IDOL,Q112074413,Ine,아이네,Q118233491,GROUP,Wikidata_P463_P527
ISEGYE IDOL,Q112074413,Jingburger,징버거,Q118233666,GROUP,Wikidata_P463_P527
ISEGYE IDOL,Q112074413,Jururu,주르르,Q118233791,GROUP,Wikidata_P463_P527
ISEGYE IDOL,Q112074413,Lilpa,릴파,Q118233753,GROUP,Wikidata_P463_P527
ISEGYE IDOL,Q112074413,VIichan,비챤,Q118233908,GROUP,Wikidata_P463_P527
ITZY,Q60732823,Chaeryeong,채령,Q60829936,GROUP,Wikidata_P463_P527
ITZY,Q60732823,Hwang Ye-ji,황예지,Q60870268,GROUP,Wikidata_P463_P527
ITZY,Q60732823,Lia,최지수,Q60870266,GROUP,Wikidata_P463_P527
ITZY,Q60732823,Shin Ryu-jin,신류진,Q60870265,GROUP,Wikidata_P463_P527
ITZY,Q60732823,Shin Yu-na,신유나,Q60870263,GROUP,Wikidata_P463_P527
IU,Q20145,IU,아이유,Q20145,SOLO,Wikidata_Entity
IVE,Q109375061,An Yu-jin,안유진,Q55694622,GROUP,Wikidata_P463_P527
IVE,Q109375061,Gaeul,가을,Q109420011,GROUP,Wikidata_P463_P527
IVE,Q109375061,Jang Won-young,장원영,Q56476186,GROUP,Wikidata_P463_P527
IVE,Q109375061,Leeseo,이서,Q109572155,GROUP,Wikidata_P463_P527
IVE,Q109375061,Liz,리즈,Q109420139,GROUP,Wikidata_P463_P527
IVE,Q109375061,Rei,나오이 레이,Q109571132,GROUP,Wikidata_P463_P527
IZ,Q41145757,Jihoo,임수종,Q65159151,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,An Yu-jin,안유진,Q55694622,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Chaeyeon,이채연,Q56441288,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Choi Ye-na,최예나,Q55694544,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Hitomi Honda,혼다 히토미,Q56479085,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Jang Won-young,장원영,Q56476186,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Jo Yu-ri,조유리,Q56678033,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Kang Hye-won,강혜원,Q56506824,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Kim Chaewon,김채원,Q56660174,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Kim Min-ju,김민주,Q56660171,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Kwon Eun-bi,권은비,Q56505060,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Nako Yabuki,야부키 나코,Q18235331,GROUP,Wikidata_P463_P527
IZ*ONE,Q56402353,Sakura Miyawaki,사쿠라,Q869966,GROUP,Wikidata_P463_P527
Ivy,Q3142165,Adam Schlesinger,아담 슐레진저,Q2824007,GROUP,Wikidata_P463_P527
Ivy,Q3142165,Andy Chase,,Q4760511,GROUP,Wikidata_P463_P527
Ivy,Q3142165,Dominique Durand,,Q137765391,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Bae,배이,Q109308055,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Haewon,오해원,Q109567033,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Jini,지니,Q109307988,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Jiwoo,지우,Q109308189,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Kyujin,규진,Q109308262,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Lily,릴리,Q26196972,GROUP,Wikidata_P463_P527
J.Y.Park,Q109307762,Sullyoon,설윤,Q109307956,GROUP,Wikidata_P463_P527
JBJ,Q39075630,Jin Longguo,용국,Q34441222,GROUP,Wikidata_P463_P527
JBJ,Q39075630,Kim Dong-han,김동한,Q42650401,GROUP,Wikidata_P463_P527
JBJ,Q39075630,Kim Sang-gyun,김상균,Q16168074,GROUP,Wikidata_P463_P527
JBJ,Q39075630,Kwon Hyun-bin,권현빈,Q36331297,GROUP,Wikidata_P463_P527
JBJ,Q39075630,Roh Tae-hyun,노태현,Q34441900,GROUP,Wikidata_P463_P527
JBJ,Q39075630,Takada Kenta,타카다 켄타,Q34442955,GROUP,Wikidata_P463_P527
JD1,Q85010490,Jung Dong-won,정동원,Q85010490,SOLO,Wikidata_Entity
JO1,Q78297569,Issei Mamehara,,Q81305479,GROUP,Wikidata_P463_P527
JO1,Q78297569,Junki Kono,,Q82563947,GROUP,Wikidata_P463_P527
JO1,Q78297569,Keigo Satō,,Q82563945,GROUP,Wikidata_P463_P527
JO1,Q78297569,Ren Kawashiri,,Q80998161,GROUP,Wikidata_P463_P527
JO1,Q78297569,Ruki Shiroiwa,,Q81374843,GROUP,Wikidata_P463_P527
JO1,Q78297569,Shion Tsurubo,,Q81033759,GROUP,Wikidata_P463_P527
JO1,Q78297569,Sho Yonashiro,,Q82563942,GROUP,Wikidata_P463_P527
JO1,Q78297569,Shosei Ohira,,Q81238076,GROUP,Wikidata_P463_P527
JO1,Q78297569,Sukai Kinjo,,Q81032718,GROUP,Wikidata_P463_P527
JO1,Q78297569,Syoya Kimata,,Q81968448,GROUP,Wikidata_P463_P527
JO1,Q78297569,Takumi Kawanishi,,Q81478890,GROUP,Wikidata_P463_P527
JQT,Q485691,Lee Sun-bin,이선빈,Q22974707,GROUP,Wikidata_P463_P527
JUNNY,Q107109742,JUNNY,주니,Q107109742,SOLO,Wikidata_Entity
Jannabi,Q27953445,Choi Jung-hoon,최정훈,Q109441577,GROUP,Wikidata_P463_P527
Jeon Somi,Q21058681,Jeon So Min,소민,Q21058681,SOLO,Wikidata_Entity
Jeong Sewoon,Q16746002,Jeong Se-woon,정세운,Q16746002,SOLO,Wikidata_Entity
Jewelry,Q490873,Cho Ha-rang,조민아,Q16091962,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Ha Juyeon,하주연,Q11142250,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Jun Eun-mi,전은미,Q63378931,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Kim Eun-jung,김은정,Q16080353,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Lee Ji-hyun,이지현,Q498364,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Park Jung-ah,박정아,Q489949,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Seo In-young,서인영,Q484187,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Ye-won,예원,Q12588130,GROUP,Wikidata_P463_P527
Jewelry,Q490873,Yun Jin-sol,윤진솔,Q11094986,GROUP,Wikidata_P463_P527
Jiae,Q114772081,Jiae,지애,Q114772081,SOLO,Wikidata_Entity
Jini,Q109307988,Jini,지니,Q109307988,SOLO,Wikidata_Entity
Jo Yuri,Q56678033,Jo Yu-ri,조유리,Q56678033,SOLO,Wikidata_Entity
Jueun,Q65330332,Lee Ju-eun,주은,Q65330332,SOLO,Wikidata_Entity
K.will,Q326575,K.Will,케이윌,Q326575,SOLO,Wikidata_Entity
KANGTA,Q2404780,Kangta,강타,Q482847,GROUP,Wikidata_P463_P527
KANGTA,Q2404780,Vanness Wu,우젠하오,Q702542,GROUP,Wikidata_P463_P527
KARA,Q124459,Goo Hara,구하라,Q494996,GROUP,Wikidata_P463_P527
KARA,Q124459,Han Seung-yeon,한승연,Q495020,GROUP,Wikidata_P463_P527
KARA,Q124459,Heo Young-ji,허영지,Q17302045,GROUP,Wikidata_P463_P527
KARA,Q124459,Kang Ji-young,강지영,Q495009,GROUP,Wikidata_P463_P527
KARA,Q124459,Kim Sung-hee,김성희,Q498071,GROUP,Wikidata_P463_P527
KARA,Q124459,Nicole Jung,니콜,Q494992,GROUP,Wikidata_P463_P527
KARA,Q124459,Park Gyu-ri,박규리,Q495000,GROUP,Wikidata_P463_P527
KARD,Q27989963,BM,BM,Q28826153,GROUP,Wikidata_P463_P527
KARD,Q27989963,J.Seph,제이셉,Q28824304,GROUP,Wikidata_P463_P527
KARD,Q27989963,Jeon Ji-woo,전지우,Q28669460,GROUP,Wikidata_P463_P527
KARD,Q27989963,Jeon So Min,소민,Q21058681,GROUP,Wikidata_P463_P527
KATSEYE,Q123480242,Daniela Avanzini,다니엘라,Q124692767,GROUP,Wikidata_P463_P527
KATSEYE,Q123480242,Lara Raj,라라,Q124692773,GROUP,Wikidata_P463_P527
