Group_Name,Group_QID,Member_Name_EN,Member_Name_KO,Member_QID,Kind,Source
OH MY GIRL,Q19794854,Jiho,공지호,Q21710585,GROUP,Wikidata_P463_P527
OH MY GIRL,Q19794854,JinE,진이,Q42302579,GROUP,Wikidata_P463_P527
OH MY GIRL,Q19794854,Mimi,미미,Q29876869,GROUP,Wikidata_P463_P527
OH MY GIRL,Q19794854,Yooa,유아,Q21710217,GROUP,Wikidata_P463_P527
OH MY GIRL,Q19794854,Yubin,유빈,Q21577062,GROUP,Wikidata_P463_P527
ONE PACT,Q123256080,Jay Chang,제이창,Q123157317,GROUP,Wikidata_P463_P527
ONE PACT,Q123256080,Yoon Jong-woo,윤종우,Q116226515,GROUP,Wikidata_P463_P527
ONEUS,Q60528927,Hwanwoong,환웅,Q60529461,GROUP,Wikidata_P463_P527
ONEUS,Q60528927,Lee Keon-hee,이건희,Q60529223,GROUP,Wikidata_P463_P527
ONEUS,Q60528927,Lee Seo-ho,이서호,Q60529366,GROUP,Wikidata_P463_P527
ONEUS,Q60528927,Leedo,이도,Q60529282,GROUP,Wikidata_P463_P527
ONEUS,Q60528927,Ravn,레이븐,Q60529323,GROUP,Wikidata_P463_P527
ONEUS,Q60528927,Xion,시온,Q60529407,GROUP,Wikidata_P463_P527
ONEWE,Q42288986,CyA,이기욱,Q110104611,GROUP,Wikidata_P463_P527
ONEWE,Q42288986,Giuk,기욱,Q124949958,GROUP,Wikidata_P463_P527
ONEWE,Q42288986,Son Dong-myeong,손동명,Q60991339,GROUP,Wikidata_P463_P527
ONF,Q35101861,E-TION,이션,Q97340017,GROUP,Wikidata_P463_P527
ONF,Q35101861,Hyojin,효진,Q120792829,GROUP,Wikidata_P463_P527
ONF,Q35101861,Kim Min-seok,김민석,Q65054024,GROUP,Wikidata_P463_P527
ONF,Q35101861,Mizuguchi Yuto,유,Q120793053,GROUP,Wikidata_P463_P527
ONF,Q35101861,Park Min-kyun,MK,Q65048912,GROUP,Wikidata_P463_P527
ONF,Q35101861,Seungjun,제이어스,Q120792908,GROUP,Wikidata_P463_P527
ONF,Q35101861,Wyatt,와이엇,Q120792977,GROUP,Wikidata_P463_P527
ONLEE,Q123701374,Onlee,ONLEE,Q123701374,SOLO,Wikidata_Entity
Olivia Marsh,Q132712533,Olivia Marsh,,Q132712533,SOLO,Wikidata_Entity
Omega X,Q107502104,Jang Se-bin,장세빈,Q67983984,GROUP,Wikidata_P463_P527
Omega X,Q107502104,Kim Jae-han,김재한,Q60993016,GROUP,Wikidata_P463_P527
Omega X,Q107502104,Shin Ye-chan,예찬,Q115287775,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,Jeong Ukjin,정욱진,Q131637692,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,KB,신규빈,Q112966240,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,Kim Jun-hyung,김준형,Q112966241,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,Lee Sung-ho,이성호,Q112966243,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,Lee Tae-yeob,이태엽,Q111693070,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,Lee Yong-su,이용수,Q111693067,GROUP,Wikidata_P463_P527
OnlyOneOf,Q64214669,Park Ji-sung,박지성,Q112965877,GROUP,Wikidata_P463_P527
P1Harmony,Q101529383,Choi Ji-ung,최지웅,Q121579089,GROUP,Wikidata_P463_P527
P1Harmony,Q101529383,Haku Shota,하쿠 쇼타,Q121579375,GROUP,Wikidata_P463_P527
P1Harmony,Q101529383,Hwang In-tak,황인탁,Q121579095,GROUP,Wikidata_P463_P527
P1Harmony,Q101529383,Jongseob,김종섭,Q30006465,GROUP,Wikidata_P463_P527
P1Harmony,Q101529383,Theo,최태양,Q121579075,GROUP,Wikidata_P463_P527
P1Harmony,Q101529383,Yoon Kee-ho,기호,Q114690500,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Dawn,이던,Q42101185,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Hongseok,홍석,Q41201062,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Hui,후이,Q43089418,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Jinho,진호,Q41967606,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Kino,키노,Q61863841,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Shinwon,신원,Q67987045,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Wooseok,우석,Q61863582,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Yan An,옌안,Q67987751,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Yeo One,여원,Q67987298,GROUP,Wikidata_P463_P527
PENTAGON,Q23936742,Yuto Adachi,유토,Q61863639,GROUP,Wikidata_P463_P527
PIXY,Q98096705,Choi Yu-jeong,최유정,Q132153451,GROUP,Wikidata_P463_P527
PIXY,Q98096705,ELLA,미래,Q60873617,GROUP,Wikidata_P463_P527
PIXY,Q98096705,Satbyeol,샛별,Q110272735,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Jung Eun-woo,정은우,Q27952338,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Kang Kyung-won,강경원,Q27953985,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Kang Yae-bin,강예빈,Q27953986,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Kim Minkyeung,김민경,Q27953983,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Kyla,카일라,Q28970744,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Lim Na-young,임나영,Q24832146,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Shannon Bae,성연,Q27951936,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Xiyeon,시연,Q27953988,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Yehana,예하나,Q48893617,GROUP,Wikidata_P463_P527
PRISTIN,Q26265886,Zhou Jieqiong,주결경,Q24833180,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Chaein,채인,Q107559921,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Dosie,도시,Q107559919,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Ireh,이레,Q107559920,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Na Go-eun,나고은,Q107253228,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Park Ji-eun,박지은,Q107559918,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Swan,수안,Q107559922,GROUP,Wikidata_P463_P527
PURPLE KISS,Q97780109,Yuki,유키,Q107559923,GROUP,Wikidata_P463_P527
Park Eun-bin,Q491387,Park Eun-bin,박은빈,Q491387,SOLO,Wikidata_Entity
Park Jihoon,Q30114466,Park Ji-hoon,박지훈,Q30114466,SOLO,Wikidata_Entity
Park Min Jung,Q69697161,Park Min-jeong,박민정,Q69697161,SOLO,Wikidata_Entity
PinkFantasy,Q60994549,Arang,,Q111308055,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Daewang,,Q111308475,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Harin,,Q111307945,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Heesun,희선,Q111785716,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Kim Hee-jung,김희정,Q97303476,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Miku,,Q111796303,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Momoka,모모카,Q111308973,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,SeeA,시아,Q107523172,GROUP,Wikidata_P463_P527
PinkFantasy,Q60994549,Yechan,김예찬,Q109818242,GROUP,Wikidata_P463_P527
Psy,Q20150,Psy,싸이,Q20150,SOLO,Wikidata_Entity
Purplebeck,Q64785127,Jung Yerim,정예림,Q64785153,GROUP,Wikidata_P463_P527
Purplebeck,Q64785127,Layeon,라연,Q64785158,GROUP,Wikidata_P463_P527
Purplebeck,Q64785127,Park Minyi,박민이,Q64785162,GROUP,Wikidata_P463_P527
Purplebeck,Q64785127,Seyeon,세연,Q64785163,GROUP,Wikidata_P463_P527
Purplebeck,Q64785127,Yeowool,여울,Q64785149,GROUP,Wikidata_P463_P527
QWER,Q124412677,Chodan,쵸단,Q126202939,GROUP,Wikidata_P463_P527
QWER,Q124412677,Hina,냥뇽녕냥,Q126202942,GROUP,Wikidata_P463_P527
QWER,Q124412677,Magenta,마젠타,Q126202943,GROUP,Wikidata_P463_P527
QWER,Q124412677,Siyeon,시연,Q126202948,GROUP,Wikidata_P463_P527
RAINZ,Q41399213,Hong Eun-ki,홍은기,Q97339381,GROUP,Wikidata_P463_P527
RAINZ,Q41399213,Jang Dae-hyeon,장대현,Q67934969,GROUP,Wikidata_P463_P527
RAINZ,Q41399213,Kim Seong-lee,김성리,Q43088724,GROUP,Wikidata_P463_P527
RAINZ,Q41399213,Lee Ki-won,이기원,Q58862083,GROUP,Wikidata_P463_P527
RAINZ,Q41399213,Seo Sung-hyuk,서성혁,Q105705721,GROUP,Wikidata_P463_P527
RESCENE,Q124856415,Liv,리브,Q132007179,GROUP,Wikidata_P463_P527
RESCENE,Q124856415,May,메이,Q132007185,GROUP,Wikidata_P463_P527
RESCENE,Q124856415,Minami,미나미,Q132007182,GROUP,Wikidata_P463_P527
RESCENE,Q124856415,Woni,원이,Q132007176,GROUP,Wikidata_P463_P527
RESCENE,Q124856415,Zena,제나,Q132007188,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Anton Lee,앤톤,Q123310101,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Jung Sung-chan,정성찬,Q104370500,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Lee So-hee,이소희,Q123528913,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Park Won-bin,박원빈,Q123528897,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Seunghan,승한,Q131154617,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Shotaro Osaki,쇼타로,Q104604557,GROUP,Wikidata_P463_P527
RIIZE,Q121075203,Song Eun-seok,은석,Q123528880,GROUP,Wikidata_P463_P527
RaNia,Q491708,Cháng Yījiāo,,Q139469755,GROUP,Wikidata_P463_P527
RaNia,Q491708,Cosmic Girl,유주이,Q30943809,GROUP,Wikidata_P463_P527
RaNia,Q491708,Jang Jin-yeong,장진영,Q30942276,GROUP,Wikidata_P463_P527
RaNia,Q491708,Jutamas Wichai,,Q60780518,GROUP,Wikidata_P463_P527
RaNia,Q491708,Kim Da Rae,김다래,Q30942284,GROUP,Wikidata_P463_P527
RaNia,Q491708,Kim Hye-me,김혜미,Q60778579,GROUP,Wikidata_P463_P527
RaNia,Q491708,Kim Yu-min,김유민,Q24857942,GROUP,Wikidata_P463_P527
RaNia,Q491708,Riko,리코,Q22973730,GROUP,Wikidata_P463_P527
RaNia,Q491708,T-ae,티애,Q12621409,GROUP,Wikidata_P463_P527
RaNia,Q491708,Yina,이나,Q60901144,GROUP,Wikidata_P463_P527
RaNia,Q491708,Youngheun,영흔,Q71440403,GROUP,Wikidata_P463_P527
RaNia,Q491708,Zi.U,지유,Q28870931,GROUP,Wikidata_P463_P527
Red Velvet,Q17466114,Irene,아이린,Q12605358,GROUP,Wikidata_P463_P527
Red Velvet,Q17466114,Joy,조이,Q17484113,GROUP,Wikidata_P463_P527
Red Velvet,Q17466114,Kang Seul-gi,슬기,Q15934116,GROUP,Wikidata_P463_P527
Red Velvet,Q17466114,Wendy,웬디,Q17478642,GROUP,Wikidata_P463_P527
Red Velvet,Q17466114,Yeri,예리,Q19940498,GROUP,Wikidata_P463_P527
RedSquare,Q96401398,Green,그린,Q108935096,GROUP,Wikidata_P463_P527
Rocket Punch,Q65771078,Jeong Da-hyun,정다현,Q65920506,GROUP,Wikidata_P463_P527
Rocket Punch,Q65771078,Juri Takahashi,타카하시 쥬리,Q5358943,GROUP,Wikidata_P463_P527
Rocket Punch,Q65771078,Kim So-hee,소희,Q65920474,GROUP,Wikidata_P463_P527
Rocket Punch,Q65771078,Kim Su-yun,수윤,Q65920408,GROUP,Wikidata_P463_P527
Rocket Punch,Q65771078,Kim Yeon-hee,연희,Q65920400,GROUP,Wikidata_P463_P527
Rocket Punch,Q65771078,Seo Yun-kyoung,윤경,Q65920433,GROUP,Wikidata_P463_P527
Rolling Quartz,Q104655627,Arem,아름,Q131126504,GROUP,Wikidata_P463_P527
Rolling Quartz,Q104655627,Hyunjung,최현정,Q131126501,GROUP,Wikidata_P463_P527
Rolling Quartz,Q104655627,Iree,아이리,Q131126498,GROUP,Wikidata_P463_P527
Rolling Quartz,Q104655627,Jayoung,자영,Q131126487,GROUP,Wikidata_P463_P527
Rolling Quartz,Q104655627,Yeongeun,영은,Q131126506,GROUP,Wikidata_P463_P527
S.E.S,Q491542,Bada,바다,Q498805,GROUP,Wikidata_P463_P527
S.E.S,Q491542,Eugene,유진,Q489952,GROUP,Wikidata_P463_P527
S.E.S,Q491542,Shoo,유수영,Q626827,GROUP,Wikidata_P463_P527
S.I.S,Q39433817,Choi Min-ji,최민지,Q63226264,GROUP,Wikidata_P463_P527
S.I.S,Q39433817,Choi Moon-ju,최문주,Q63226265,GROUP,Wikidata_P463_P527
S.I.S,Q39433817,Kim Ah-hyun,김아현,Q63226263,GROUP,Wikidata_P463_P527
S.I.S,Q39433817,Kim Ji-hye,김지혜,Q63226262,GROUP,Wikidata_P463_P527
S.I.S,Q39433817,Kim Seung-yeon,김승연,Q63226266,GROUP,Wikidata_P463_P527
S.I.S,Q39433817,Lee Se-bin,이세빈,Q63226267,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Choi Haneul,최하늘,Q62984143,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Im Jiyeon,임지연,Q62984351,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Kim Chae Won,김채원,Q62984452,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Kim Cho-hee,김초희,Q62984184,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Kim Si-on,김시온,Q62984007,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Lee Ju-yeon,이주연,Q62984234,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Park Min-seo,박민서,Q71245507,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Soon Min-ji,손민지,Q62984297,GROUP,Wikidata_P463_P527
SATURDAY,Q60992060,Sunha,선하,Q62984417,GROUP,Wikidata_P463_P527
SAY MY NAME,Q130581752,Hitomi Honda,혼다 히토미,Q56479085,GROUP,Wikidata_P463_P527
SAY MY NAME,Q130581752,Mei Terada,,Q134592308,GROUP,Wikidata_P463_P527
SE SO NEON,Q78775759,Hwang So-yoon,황소윤,Q105800249,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Boo Seung-kwan,승관,Q21824947,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Choi Seung-cheol,에스쿱스,Q21824968,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Dino,디노,Q20779386,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Hoshi,호시,Q21825470,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Jeon Won-woo,원우,Q21623339,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Joshua Hong,조슈아,Q21825065,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Kim Min-gyu,민규,Q21824887,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Lee Seok-min,도겸,Q21824862,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Vernon Chwe,버논,Q21824912,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Wen Junhui,준,Q20972211,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Woozi,우지,Q21824990,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Xu Minghao,디에잇,Q21824868,GROUP,Wikidata_P463_P527
SEVENTEEN,Q14524548,Yoon Jeong-han,정한,Q24566664,GROUP,Wikidata_P463_P527
SF9,Q26856852,Hwiyoung,김영균,Q65051952,GROUP,Wikidata_P463_P527
SF9,Q26856852,Kang Chan-hee,강찬희,Q6824033,GROUP,Wikidata_P463_P527
SF9,Q26856852,Kim In Seong,김인성,Q49233446,GROUP,Wikidata_P463_P527
SF9,Q26856852,Kim Young-bin,김영빈,Q65051951,GROUP,Wikidata_P463_P527
SF9,Q26856852,Lee Dawon,다원,Q28790327,GROUP,Wikidata_P463_P527
SF9,Q26856852,Lee Jae-yoon,이재윤,Q69916579,GROUP,Wikidata_P463_P527
SF9,Q26856852,Lee Sang-hyuk,이상혁,Q85884657,GROUP,Wikidata_P463_P527
SF9,Q26856852,Ro Woon,로운,Q28790332,GROUP,Wikidata_P463_P527
SF9,Q26856852,Yoo Tae-yang,유태양,Q85881428,GROUP,Wikidata_P463_P527
SF9,Q26856852,Zuho,주호,Q47665386,GROUP,Wikidata_P463_P527
SHINVI,Q624035,Oh Sang Eun,니모,Q12590740,GROUP,Wikidata_P463_P527
SHINee,Q269836,Choi Min-ho,민호,Q134575,GROUP,Wikidata_P463_P527
SHINee,Q269836,Key,Key,Q483980,GROUP,Wikidata_P463_P527
SHINee,Q269836,Kim Jong-hyun,종현,Q484484,GROUP,Wikidata_P463_P527
SHINee,Q269836,Lee Taemin,태민,Q153597,GROUP,Wikidata_P463_P527
SHINee,Q269836,Onew,온유,Q494692,GROUP,Wikidata_P463_P527
SISTAR,Q223048,Hyolyn,효린,Q496329,GROUP,Wikidata_P463_P527
SISTAR,Q223048,Kim Da-som,김다솜,Q6408548,GROUP,Wikidata_P463_P527
SISTAR,Q223048,Soyou,소유,Q5361514,GROUP,Wikidata_P463_P527
SISTAR,Q223048,Yoon Bo-ra,보라,Q5363925,GROUP,Wikidata_P463_P527
SKINZ,Q17012277,Skinz,,Q17012277,SOLO,Wikidata_Entity
SKYE,Q42327284,현욱,현욱,Q97228780,GROUP,Wikidata_P463_P527
SKYE,Q42327284,연태,연태,Q112020744,GROUP,Wikidata_P463_P527
SKYE,Q42327284,Hwang In-ho,황인호,Q28412071,GROUP,Wikidata_P463_P527
SKYE,Q42327284,Kim Sung Hyun,김성현,Q47668236,GROUP,Wikidata_P463_P527
SMORZ,Q135067839,Charlott,샬롯,Q135067944,GROUP,Wikidata_P463_P527
SMORZ,Q135067839,Ginni,지니,Q135067949,GROUP,Wikidata_P463_P527
SMORZ,Q135067839,Hira,히라,Q135067979,GROUP,Wikidata_P463_P527
SMORZ,Q135067839,Lika,리카,Q135067925,GROUP,Wikidata_P463_P527
SMORZ,Q135067839,Vicki,비키,Q135067985,GROUP,Wikidata_P463_P527
SMORZ,Q135067839,Zellda,젤다,Q135067917,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,Choi Yun-seon,뉴썬,Q43110976,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,D.ana,디애나,Q20810724,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,Hong Eui-jin,의진,Q43111227,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,Ji Su-min,수민,Q20774986,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,Kim Do-hee,김도희,Q43248310,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,Kim Na-hyun,나현,Q28870934,GROUP,Wikidata_P463_P527
SONAMOO,Q18651163,Seong Min-jae,민재,Q21006748,GROUP,Wikidata_P463_P527
SPICA,Q492387,Kim Bo-hyung,김보형,Q8978582,GROUP,Wikidata_P463_P527
SPICA,Q492387,Kim Boa,김보아,Q7204670,GROUP,Wikidata_P463_P527
SPICA,Q492387,Park Juhyun,박시현,Q9022435,GROUP,Wikidata_P463_P527
SPICA,Q492387,Park Narae,박나래,Q9194180,GROUP,Wikidata_P463_P527
SPICA,Q492387,Yang Ji-won,양지원,Q3207955,GROUP,Wikidata_P463_P527
STAYC,Q101541493,Isa,아이사,Q106518536,GROUP,Wikidata_P463_P527
STAYC,Q101541493,J,재이,Q106518625,GROUP,Wikidata_P463_P527
STAYC,Q101541493,Park Si-eun,박시은,Q16180796,GROUP,Wikidata_P463_P527
STAYC,Q101541493,Seeun,세은,Q106518627,GROUP,Wikidata_P463_P527
STAYC,Q101541493,Sumin,수민,Q106518333,GROUP,Wikidata_P463_P527
STAYC,Q101541493,Yoon,윤,Q106518626,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Cho Kyuhyun,규현,Q494816,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Choi Siwon,최시원,Q153657,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Eunhyuk,은혁,Q483161,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Han Geng,한경,Q391429,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Kangin,강인,Q483175,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Kim Hee-chul,김희철,Q380123,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Kim Kibum,김기범,Q483541,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Kim Ryeowook,려욱,Q482855,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Lee Dong-hae,동해,Q153638,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Lee Sungmin,성민,Q494222,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Leeteuk,이특,Q489838,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Shindong,신동,Q483171,GROUP,Wikidata_P463_P527
SUPER JUNIOR,Q239693,Yesung,예성,Q483158,GROUP,Wikidata_P463_P527
SURAN,Q27953716,Suran,수란,Q27953716,SOLO,Wikidata_Entity
Samuel,Q172678,Samuel L. Jackson,새뮤얼 L. 잭슨,Q172678,SOLO,Wikidata_Entity
Santos Bravos,Q137397652,Alejandro Aramburú,,Q137439486,GROUP,Wikidata_P463_P527
Santos Bravos,Q137397652,Drew Venegas,,Q137439789,GROUP,Wikidata_P463_P527
Santos Bravos,Q137397652,Kenneth Lavíll,,Q136456009,GROUP,Wikidata_P463_P527
Secret,Q482995,Han Seon-hwa,한선화,Q495069,GROUP,Wikidata_P463_P527
Secret,Q482995,Jun Hyo-seong,전효성,Q491568,GROUP,Wikidata_P463_P527
Secret,Q482995,Jung Ha-na,징거,Q497761,GROUP,Wikidata_P463_P527
Secret,Q482995,Song Jieun,송지은,Q498199,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Denise Kim,데니스김,Q100794734,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Dinda,,Q136461143,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Dita Karang,디타,Q95130462,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Jinny Park,진희,Q100794612,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Lee Soo-dam,이수담,Q100794150,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Léa,레아,Q96761053,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,MELONii,박민지,Q110103170,GROUP,Wikidata_P463_P527
Secret Number,Q96274223,Zuu,주,Q111672020,GROUP,Wikidata_P463_P527
SeeYa,Q489543,Kim Yeonji,김연지,Q10855849,GROUP,Wikidata_P463_P527
SeeYa,Q489543,Lee Bo-ram,이보람,Q11265912,GROUP,Wikidata_P463_P527
SeeYa,Q489543,Lee Soo-mi,이서안,Q493676,GROUP,Wikidata_P463_P527
SeeYa,Q489543,Nam Gyu-ri,남규리,Q490397,GROUP,Wikidata_P463_P527
Seo Taiji,Q488973,Lee Juno,이주노,Q12612702,GROUP,Wikidata_P463_P527
Seo Taiji,Q488973,Seo Taiji,서태지,Q368852,GROUP,Wikidata_P463_P527
Seo Taiji,Q488973,Yang Hyun-suk,양현석,Q490938,GROUP,Wikidata_P463_P527
Seo Taiji and Boys,Q488973,Lee Juno,이주노,Q12612702,GROUP,Wikidata_P463_P527
Seo Taiji and Boys,Q488973,Seo Taiji,서태지,Q368852,GROUP,Wikidata_P463_P527
Seo Taiji and Boys,Q488973,Yang Hyun-suk,양현석,Q490938,GROUP,Wikidata_P463_P527
Seori,Q109281867,Seori,서리,Q109281867,SOLO,Wikidata_Entity
Shin Jimin,Q16183093,Shin Ji-min,지민,Q16183093,SOLO,Wikidata_Entity
Shinhwa,Q482620,Andy Lee,앤디,Q486649,GROUP,Wikidata_P463_P527
Shinhwa,Q482620,Eric Mun,문정혁,Q491580,GROUP,Wikidata_P463_P527
Shinhwa,Q482620,Jun Jin,전진,Q486478,GROUP,Wikidata_P463_P527
Shinhwa,Q482620,Kim Dong-wan,김동완,Q497319,GROUP,Wikidata_P463_P527
Shinhwa,Q482620,Lee Min-woo,이민우,Q186601,GROUP,Wikidata_P463_P527
Shinhwa,Q482620,Shin Hye-sung,신혜성,Q484812,GROUP,Wikidata_P463_P527
Snuper,Q22098485,Choi Hyung-gun,최형근,Q67983614,GROUP,Wikidata_P463_P527
Snuper,Q22098485,Choi Sung-hyuk,최성혁,Q67983951,GROUP,Wikidata_P463_P527
Snuper,Q22098485,Jang Se-bin,장세빈,Q67983984,GROUP,Wikidata_P463_P527
Snuper,Q22098485,Jo Sang-ho,조상호,Q67983960,GROUP,Wikidata_P463_P527
Snuper,Q22098485,Shim Sang-il,심상일,Q67983947,GROUP,Wikidata_P463_P527
Snuper,Q22098485,Yoo Tae-woong,유태웅,Q16170645,GROUP,Wikidata_P463_P527
SoRi,Q61612053,SoRi,소리,Q61612053,SOLO,Wikidata_Entity
Son Dam Bi,Q266356,Son Dam-bi,손담비,Q266356,SOLO,Wikidata_Entity
Stellar,Q7607174,Boh Runga,,Q4937985,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Bang Chan,방찬,Q59670293,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Changbin,창빈,Q61100669,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Felix,필릭스,Q61100678,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Han,한,Q60994278,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Hyunjin,현진,Q57601775,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,I.N,아이엔,Q59831589,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Kim Woo-jin,김우진,Q61100680,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Lee Know,리노,Q59260597,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Rafa Polinesio,,Q111978958,GROUP,Wikidata_P463_P527
Stray Kids,Q46134670,Seungmin,승민,Q60467634,GROUP,Wikidata_P463_P527
Sunny Hill,Q486323,Jubi,주비,Q12617359,GROUP,Wikidata_P463_P527
SuperM,Q66710876,카이,카이,Q10775090,GROUP,Wikidata_P463_P527
SuperM,Q66710876,Byun Baek-hyun,백현,Q4688701,GROUP,Wikidata_P463_P527
SuperM,Q66710876,Lee Tae-yong,태용,Q26459163,GROUP,Wikidata_P463_P527
SuperM,Q66710876,Lee Taemin,태민,Q153597,GROUP,Wikidata_P463_P527
SuperM,Q66710876,Lucas,루카스,Q52219380,GROUP,Wikidata_P463_P527
SuperM,Q66710876,Mark Lee,마크,Q26689986,GROUP,Wikidata_P463_P527
SuperM,Q66710876,Ten,텐,Q26451151,GROUP,Wikidata_P463_P527
Superkind,Q112692507,Daemon,대이먼,Q112692536,GROUP,Wikidata_P463_P527
Superkind,Q112692507,Eugene,유진,Q112692522,GROUP,Wikidata_P463_P527
Superkind,Q112692507,Geon,건,Q112692531,GROUP,Wikidata_P463_P527
